ts_ms,sta,status_code,latency_ms,ap,rssi_dbm
1772910873378,sta2,200,5.725,02:00:00:00:02:00,-64.0
1772910873516,sta2,200,6.87,02:00:00:00:02:00,-64.0
1772910873657,sta2,200,8.537,02:00:00:00:02:00,-64.0
1772910873796,sta2,200,7.516,02:00:00:00:02:00,-64.0
1772910873934,sta2,200,2.971,02:00:00:00:02:00,-64.0
1772910874069,sta2,200,3.524,02:00:00:00:02:00,-64.0
1772910874204,sta2,200,5.991,02:00:00:00:02:00,-64.0
1772910874341,sta2,200,4.786,02:00:00:00:02:00,-64.0
1772910874476,sta2,200,5.115,02:00:00:00:02:00,-64.0
1772910874612,sta2,200,6.166,02:00:00:00:02:00,-64.0
1772910874747,sta2,200,3.267,02:00:00:00:02:00,-64.0
1772910874882,sta2,200,4.989,02:00:00:00:02:00,-64.0
1772910875018,sta2,200,3.26,02:00:00:00:02:00,-64.0
1772910875152,sta2,200,6.847,02:00:00:00:02:00,-64.0
1772910875289,sta2,200,6.476,02:00:00:00:02:00,-64.0
1772910875427,sta2,200,5.565,02:00:00:00:02:00,-64.0
1772910875563,sta2,200,5.01,02:00:00:00:02:00,-64.0
1772910875701,sta2,200,7.348,02:00:00:00:02:00,-64.0
1772910875842,sta2,200,8.601,02:00:00:00:02:00,-64.0
1772910875982,sta2,200,7.128,02:00:00:00:02:00,-64.0
1772910876122,sta2,200,8.259,02:00:00:00:02:00,-64.0
1772910876262,sta2,200,8.437,02:00:00:00:02:00,-64.0
1772910876400,sta2,200,6.937,02:00:00:00:02:00,-64.0
1772910876540,sta2,200,5.037,02:00:00:00:02:00,-64.0
1772910876674,sta2,200,5.396,02:00:00:00:02:00,-64.0
1772910876810,sta2,200,33.289,02:00:00:00:02:00,-64.0
1772910876973,sta2,200,8.269,02:00:00:00:02:00,-64.0
1772910877114,sta2,200,6.366,02:00:00:00:02:00,-64.0
1772910877251,sta2,200,4.589,02:00:00:00:02:00,-64.0
1772910877385,sta2,200,2.571,02:00:00:00:02:00,-64.0
1772910877516,sta2,200,5.042,02:00:00:00:02:00,-64.0
1772910877648,sta2,200,5.385,02:00:00:00:02:00,-64.0
1772910877784,sta2,200,7.376,02:00:00:00:02:00,-64.0
1772910877922,sta2,200,3.243,02:00:00:00:02:00,-64.0
1772910878054,sta2,200,7.25,02:00:00:00:02:00,-64.0
1772910878192,sta2,200,7.541,02:00:00:00:02:00,-64.0
1772910878331,sta2,200,8.705,02:00:00:00:02:00,-64.0
1772910878470,sta2,200,6.901,02:00:00:00:02:00,-64.0
1772910878609,sta2,200,7.885,02:00:00:00:02:00,-64.0
1772910878749,sta2,200,6.748,02:00:00:00:02:00,-64.0
1772910878888,sta2,200,2.66,02:00:00:00:02:00,-64.0
1772910879021,sta2,200,5.24,02:00:00:00:02:00,-64.0
1772910879158,sta2,200,3.56,02:00:00:00:02:00,-64.0
1772910879292,sta2,200,8.61,02:00:00:00:02:00,-64.0
1772910879432,sta2,200,7.127,02:00:00:00:02:00,-64.0
1772910879572,sta2,200,6.631,02:00:00:00:02:00,-64.0
1772910879709,sta2,200,9.67,02:00:00:00:02:00,-64.0
1772910879850,sta2,200,6.299,02:00:00:00:02:00,-64.0
1772910879989,sta2,200,9.127,02:00:00:00:02:00,-64.0
1772910880129,sta2,200,7.103,02:00:00:00:02:00,-64.0
1772910880267,sta2,200,5.009,02:00:00:00:02:00,-64.0
1772910880401,sta2,200,6.642,02:00:00:00:02:00,-64.0
1772910880537,sta2,200,5.766,02:00:00:00:02:00,-64.0
1772910880673,sta2,200,6.005,02:00:00:00:02:00,-64.0
1772910880809,sta2,200,7.025,02:00:00:00:02:00,-64.0
1772910880947,sta2,200,5.461,02:00:00:00:02:00,-64.0
1772910881081,sta2,200,6.254,02:00:00:00:02:00,-64.0
1772910881220,sta2,200,6.412,02:00:00:00:02:00,-64.0
1772910881356,sta2,200,3.192,02:00:00:00:02:00,-64.0
1772910881489,sta2,200,5.939,02:00:00:00:02:00,-64.0
1772910881624,sta2,200,6.844,02:00:00:00:02:00,-64.0
1772910881762,sta2,200,5.969,02:00:00:00:02:00,-64.0
1772910881899,sta2,200,9.72,02:00:00:00:02:00,-64.0
1772910882039,sta2,200,3.786,02:00:00:00:02:00,-64.0
1772910882172,sta2,200,7.306,02:00:00:00:02:00,-64.0
1772910882310,sta2,200,6.636,02:00:00:00:02:00,-64.0
1772910882446,sta2,200,8.436,02:00:00:00:02:00,-64.0
1772910882588,sta2,200,5.93,02:00:00:00:02:00,-64.0
1772910882723,sta2,200,7.74,02:00:00:00:02:00,-64.0
1772910882862,sta2,200,4.5,02:00:00:00:02:00,-64.0
1772910882996,sta2,200,7.705,02:00:00:00:02:00,-64.0
1772910883137,sta2,200,8.02,02:00:00:00:02:00,-64.0
1772910883275,sta2,200,6.372,02:00:00:00:02:00,-64.0
1772910883411,sta2,200,6.765,02:00:00:00:02:00,-64.0
1772910883549,sta2,200,3.881,02:00:00:00:02:00,-64.0
1772910883683,sta2,200,7.192,02:00:00:00:02:00,-64.0
1772910883822,sta2,200,4.549,02:00:00:00:02:00,-64.0
1772910883958,sta2,200,6.627,02:00:00:00:02:00,-64.0
1772910884095,sta2,200,3.409,02:00:00:00:02:00,-64.0
1772910884227,sta2,200,7.722,02:00:00:00:02:00,-64.0
1772910884364,sta2,200,7.386,02:00:00:00:02:00,-64.0
1772910884504,sta2,200,8.132,02:00:00:00:02:00,-64.0
1772910884646,sta2,200,4.477,02:00:00:00:02:00,-64.0
1772910884780,sta2,200,5.369,02:00:00:00:02:00,-64.0
1772910884915,sta2,200,4.28,02:00:00:00:02:00,-64.0
1772910885051,sta2,200,6.94,02:00:00:00:02:00,-64.0
1772910885188,sta2,200,5.822,02:00:00:00:02:00,-64.0
1772910885325,sta2,200,5.339,02:00:00:00:02:00,-64.0
1772910885461,sta2,200,8.84,02:00:00:00:02:00,-64.0
1772910885601,sta2,200,6.489,02:00:00:00:02:00,-64.0
1772910885737,sta2,200,7.272,02:00:00:00:02:00,-64.0
1772910885875,sta2,200,5.005,02:00:00:00:02:00,-64.0
1772910886010,sta2,200,6.586,02:00:00:00:02:00,-64.0
1772910886148,sta2,200,3.533,02:00:00:00:02:00,-64.0
